episode,total_reward,length,xscroll,coins,lives,score,time_left,total_timesteps
1784,1628.2,1241,2391,23,0,540,324,3081576
1785,1213.6,2903,1318,19,0,420,396,3082824
1786,1081.0,705,1655,15,0,320,381,3085216
1787,1311.8,760,1309,21,0,440,396,3086152
1788,1263.0,2823,1315,20,0,430,397,3088240
1789,1329.2,3080,1896,19,0,450,361,3088304
1790,1279.0,824,1645,19,0,410,384,3092744
1791,363.6,589,1318,2,0,60,395,3093016
1792,1414.2,784,1321,23,0,470,397,3094512
1793,1364.4,798,1322,22,0,450,396,3100896
1794,1160.8,4578,54,23,0,2085,394,3102680
1795,1004.4,2907,1522,14,0,310,386,3102984
1796,1331.6,2907,1408,21,0,440,393,3104832
1797,1471.0,3513,2355,20,0,450,315,3110928
1798,1310.8,2873,1554,20,0,440,389,3116000
1799,1578.8,2910,1894,24,0,530,383,3116024
1800,1364.2,2903,1321,22,0,460,397,3124120
1801,1331.4,2829,1407,21,0,440,395,3125616
1802,1111.8,2885,1309,17,0,370,397,3125760
1803,1313.8,2856,1319,21,0,440,396,3127680
1804,1580.6,5325,1903,24,0,560,382,3127816
1805,1378.6,2887,1643,21,0,440,386,3134024
1806,467.8,862,839,6,0,140,356,3134712
1807,1261.6,2858,1308,20,0,440,397,3138864
1808,1581.2,3429,1906,24,0,550,308,3143456
1809,1460.4,2881,1552,23,0,510,391,3147168
1810,1281.8,2886,1659,19,0,400,388,3148704
1811,1262.4,945,1312,20,0,400,397,3151016
1812,1411.8,2846,1559,22,0,470,391,3156792
1813,1871.2,3189,2856,26,0,540,0,3160224
1814,1162.0,2834,1310,18,0,380,397,3161536
1815,1581.4,5291,1907,24,0,570,387,3168088
1816,1161.6,2837,1308,18,0,400,395,3169864
1817,1434.6,5274,1673,22,0,490,389,3169872
1818,1061.6,643,1308,16,0,330,397,3173232
1819,1112.0,2909,1310,17,0,390,396,3174288
1820,1281.2,712,1656,19,0,420,386,3175560
1821,1461.6,2975,1558,23,0,490,390,3180592
1822,1414.6,3281,1323,23,0,490,397,3187784
1823,1864.0,5390,2820,26,0,570,0,3191824
1824,1478.6,2951,1893,22,0,520,376,3193480
1825,1362.8,2852,1314,22,0,460,395,3196048
1826,1431.4,2879,1657,22,0,470,388,3197320
1827,1421.0,1000,2355,19,0,480,354,3199824
1828,924.2,3064,2871,7,0,380,0,3200072
1829,1619.4,5345,2847,21,0,480,0,3202984
1830,1134.6,3217,1673,16,0,370,390,3206328
1831,1420.4,938,1852,21,0,460,371,3207328
1832,1081.4,2835,1407,16,0,320,396,3216160
1833,1481.4,2904,1907,22,0,470,384,3220552
1834,1383.2,2849,1416,22,0,470,393,3225776
1835,1097.6,4076,738,19,0,2195,326,3228656
1836,1625.0,5217,2875,21,0,470,0,3229520
1837,1432.2,2944,1411,23,0,500,394,3230880
1838,1370.8,3191,2354,18,0,450,351,3231856
1839,1384.2,2974,1671,21,0,480,384,3239952
1840,1260.6,2867,1553,19,0,400,391,3243488
1841,1481.6,2947,1658,23,0,510,387,3252232
1842,1417.4,2948,1837,21,0,480,385,3253104
1843,1485.4,2909,1677,23,0,510,387,3254152
1844,1471.0,3125,2355,20,0,460,350,3256856
1845,903.2,1496,16,18,0,2100,388,3265072
1846,1675.4,3286,2877,22,0,470,0,3266240
1847,1064.4,2846,1322,16,0,350,397,3266256
1848,1625.0,5212,2875,21,0,470,0,3267472
1849,188.8,912,194,3,0,70,393,3272368
1850,1483.4,9123,417,28,0,2270,0,3273056
1851,501.0,2998,1005,6,0,140,373,3276216
1852,1411.8,2839,1309,23,0,470,397,3288952
1853,1231.6,2902,1658,18,0,380,385,3290688
1854,452.2,3098,1011,5,0,130,341,3291040
1855,1412.4,2903,1312,23,0,490,395,3295592
1856,1180.8,3060,1904,16,0,380,373,3300696
1857,1334.2,6080,421,25,0,1900,263,3305496
1858,1298.6,2453,743,23,0,2380,313,3308576
1859,578.6,994,1893,4,0,150,375,3313448
1860,1213.8,2904,1319,19,0,400,397,3313920
1861,1312.6,3374,1313,21,0,600,397,3318032
1862,1312.4,2878,1312,21,0,450,397,3318616
1863,1260.4,6167,52,25,0,2095,393,3322392
1864,1262.6,716,1313,20,0,400,397,3323760
1865,871.8,1535,359,16,0,1890,360,3325728
1866,662.8,695,1814,6,0,160,382,3327952
1867,1213.6,3534,1318,19,0,450,395,3328968
1868,1212.8,2915,1314,19,0,420,397,3331896
1869,1163.2,1862,66,23,0,2025,393,3333512
1870,1624.6,10007,623,30,0,1540,0,3334208
1871,1523.6,2992,1618,24,0,540,382,3337856
1872,1374.2,2890,1621,21,0,440,385,3346880
1873,1378.2,2848,1391,22,0,470,393,3348512
1874,1014.0,638,1320,15,0,310,396,3351984
1875,1481.2,2944,1906,22,0,470,381,3352520
1876,1060.8,3391,54,21,0,1305,394,3355080
1877,1812.2,2979,3061,24,0,490,0,3355728
1878,1314.6,935,1323,21,0,440,397,3355992
1879,1530.8,2946,1904,23,0,520,379,3357080
1880,1431.4,2874,1657,22,0,450,389,3357200
1881,1209.6,1406,48,24,0,2305,392,3366976
1882,1176.6,4950,133,23,0,715,388,3377456
1883,1228.2,2862,1391,19,0,410,393,3377976
1884,1413.8,2895,1319,23,0,480,397,3379152
1885,1361.8,2915,1309,22,0,470,397,3380520
1886,1100.4,3542,752,19,0,1830,348,3380856
1887,1414.2,780,1321,23,0,470,396,3387096
1888,1124.2,2125,371,21,0,2180,345,3397520
1889,1321.4,5715,1607,20,0,580,0,3397704
1890,1114.4,2850,1322,17,0,360,396,3400256
1891,998.6,1767,493,18,0,1935,320,3401232
1892,288.4,575,192,5,0,110,393,3402304
1893,863.2,3109,66,17,0,675,395,3402848
1894,1510.0,3129,1550,24,0,540,391,3404184
1895,1536.2,5286,1681,24,0,610,389,3409264
1896,1165.0,6740,575,21,0,1305,369,3411000
1897,611.2,1452,56,12,0,1810,394,3413920
1898,671.2,747,2356,4,0,170,366,3416976
1899,1630.8,2969,1904,25,0,560,383,3421272
1900,1281.4,2906,1907,18,0,390,384,3423504
1901,1284.0,2832,1420,20,0,430,395,3425504
1902,1527.6,2913,1888,23,0,510,382,3427488
1903,1464.8,2927,1324,24,0,530,397,3432680
1904,1044.2,1637,471,19,0,2115,357,3434368
1905,1220.2,4261,601,22,0,2550,0,3435320
1906,1314.8,2845,1324,21,0,440,396,3439736
1907,1001.4,3536,7,20,0,1015,387,3442208
1908,1316.6,2988,583,24,0,1935,326,3451392
1909,1581.4,2885,1907,24,0,530,384,3455760
1910,1529.6,2885,2898,19,0,410,0,3458400
1911,1214.8,4187,1324,19,0,440,397,3459000
1912,1075.4,4555,627,19,0,1870,307,3459944
1913,1430.2,3279,1401,23,0,570,395,3460600
1914,1428.4,2925,1392,23,0,510,393,3463136
1915,513.4,881,1317,5,0,160,397,3467648
1916,1332.0,2868,1660,20,0,430,389,3474336
1917,1413.8,2921,1319,23,0,480,396,3479128
1918,1414.0,4660,1320,23,0,610,396,3479488
1919,1426.8,2838,1384,23,0,480,394,3482648
1920,1621.4,3224,2357,23,0,620,340,3484792
1921,1229.2,2886,1396,19,0,410,393,3486224
1922,1571.8,3138,2359,22,0,560,365,3492752
1923,1211.8,719,1309,19,0,390,395,3498504
1924,1671.2,3099,2356,24,0,550,353,3499128
1925,1480.6,5345,1903,22,0,530,378,3501160
1926,1517.8,2935,1839,23,0,520,382,3502968
1927,1613.8,2921,1819,25,0,540,383,3508160
1928,1612.8,3342,1814,25,0,590,377,3509384
1929,1621.0,3862,2355,23,0,580,235,3510024
1930,1456.6,3017,1783,22,0,480,379,3510360
1931,1258.4,1766,42,25,0,1935,391,3512632
1932,1264.4,2888,1322,20,0,430,396,3524264
1933,1060.6,3435,553,19,0,1045,353,3526608
1934,1777.2,3467,2386,26,0,650,302,3530704
1935,1331.4,3002,1907,19,0,440,382,3533400
1936,1478.4,2935,1892,22,0,520,382,3533504
1937,1278.4,3177,1392,20,0,450,391,3533576
1938,1581.6,2941,1908,24,0,540,384,3533888
1939,1381.8,2905,1409,22,0,480,394,3535872
1940,1578.8,953,1894,24,0,560,379,3543496
1941,1414.6,2909,1323,23,0,480,397,3547536
1942,1529.8,2936,1899,23,0,500,377,3550096
1943,1314.2,2890,1321,21,0,440,397,3553824
1944,1114.2,2698,71,22,0,1190,395,3555472
1945,1568.8,2940,1844,24,0,530,381,3556920
1946,1325.6,2966,1628,20,0,460,380,3557232
1947,1581.6,3173,2658,21,0,480,338,3558960
1948,1577.0,1995,2385,22,0,530,224,3566056
1949,1215.0,3113,1325,19,0,400,394,3568400
1950,1434.4,3269,1672,22,0,510,388,3573688
1951,1578.6,3038,1893,24,0,560,384,3578128
1952,1378.2,2958,1891,20,0,480,378,3580896
1953,1278.6,3024,1893,18,0,410,376,3583152
1954,1432.4,885,1662,22,0,470,385,3585208
1955,1363.4,2843,1317,22,0,460,397,3591144
1956,1065.4,3543,77,21,0,1070,394,3594400
1957,1312.6,2915,1563,20,0,420,393,3597008
1958,1772.6,5309,2863,24,0,570,0,3597944
1959,1114.0,5245,1320,17,0,390,397,3598880
1960,1531.6,2933,1408,25,0,540,390,3604360
1961,1285.0,2936,1425,20,0,430,395,3606640
1962,1581.6,2903,1908,24,0,510,384,3614368
1963,1339.6,2926,1448,21,0,450,386,3617808
1964,1432.4,3031,1412,23,0,500,392,3621256
1965,1222.2,3020,1611,18,0,390,380,3622104
1966,1424.2,3049,1621,22,0,520,378,3623272
1967,1775.2,5215,2876,24,0,540,0,3626928
1968,1411.0,2889,1555,22,0,470,387,3629752
1969,1580.8,813,1904,24,0,550,382,3629776
1970,1582.2,3243,1661,25,0,580,386,3630304
1971,534.4,576,1422,5,0,110,395,3634912
1972,1365.0,2838,1325,22,0,460,396,3637072
1973,1420.4,2978,1602,22,0,510,381,3641632
1974,1263.8,3037,1319,20,0,450,394,3645552
1975,1722.2,2311,2361,25,0,610,157,3653400
1976,1673.4,3128,2367,24,0,550,347,3654776
1977,1414.4,3718,1322,23,0,510,397,3656672
1978,1214.4,4349,72,24,0,2160,394,3656896
1979,1285.6,2822,1428,20,0,420,395,3659648
1980,1627.4,3243,2387,23,0,520,336,3667576
1981,1580.2,2916,1901,24,0,530,380,3668880
1982,1085.4,2679,677,19,0,2230,267,3674832
1983,1482.0,1009,1410,24,0,510,392,3675648
1984,1576.4,5740,2382,22,0,590,313,3675696
1985,1164.8,2828,1324,18,0,390,397,3677400
1986,1272.6,1657,363,24,0,2195,336,3682136
1987,1528.4,817,1892,23,0,500,382,3683936
1988,911.6,1788,58,18,0,1745,394,3689136
1989,1677.4,4486,2387,24,0,580,125,3692784
1990,1511.4,2904,1557,24,0,520,392,3698880
1991,1459.4,2928,1547,23,0,510,391,3699120
1992,1682.0,5344,1910,26,0,590,378,3699424
1993,465.0,846,1325,4,0,120,397,3699552
1994,1726.6,5207,2883,23,0,590,0,3701304
1995,1576.6,1169,2383,22,0,610,320,3708232
1996,1381.8,951,1409,22,0,450,393,3708912
1997,1461.6,2974,1308,24,0,510,397,3712928
1998,913.4,629,1317,13,0,270,396,3713944
1999,1629.0,3149,1895,25,0,580,362,3724312
2000,1457.8,3348,1539,23,0,520,391,3726208
2001,1777.6,5332,2888,24,0,540,0,3726592
2002,1859.4,5588,3047,25,0,670,0,3726840
2003,1063.4,3250,1317,16,0,400,396,3738928
2004,1271.8,5121,609,23,0,2220,0,3740520
2005,1175.0,3328,875,20,0,1305,287,3740568
2006,808.2,1879,541,14,0,2085,315,3741872
2007,1114.4,4450,72,22,0,2505,395,3743832
2008,1109.0,1336,45,22,0,1965,393,3749616
2009,1330.8,2895,1654,20,0,420,386,3749752
2010,1628.4,2990,1892,25,0,580,381,3750128
2011,1676.4,3232,2382,24,0,550,340,3750168
2012,960.2,1823,551,17,0,1950,298,3756456
2013,1518.2,1072,1841,23,0,540,385,3758192
2014,863.8,1511,69,17,0,2400,393,3762216
2015,1576.4,3039,2882,20,0,470,0,3764880
2016,1110.2,2006,551,20,0,2055,374,3765800
2017,1341.2,3459,1206,22,0,1985,202,3768192
2018,1771.4,3419,2357,26,0,650,340,3771184
2019,1279.8,2935,1649,19,0,420,387,3773648
2020,1464.2,2972,1321,24,0,510,397,3780232
2021,1214.8,2873,1324,19,0,410,396,3781176
2022,1111.2,2168,56,22,0,2205,395,3785536
2023,1417.4,2891,1837,21,0,460,385,3788008
2024,1180.8,2968,1904,16,0,370,381,3789544
2025,1310.0,3123,550,24,0,1840,320,3796168
2026,1431.6,2886,1908,21,0,470,386,3796736
2027,759.2,2869,1796,8,0,450,44,3803184
2028,1464.6,5245,1323,24,0,500,397,3804176
2029,451.8,2921,1009,5,0,130,370,3804544
2030,528.8,2991,1644,4,0,330,386,3809464
2031,457.2,2900,1036,5,0,130,374,3812744
2032,716.6,1319,1833,7,0,340,385,3813736
2033,436.6,723,683,6,0,130,365,3819520
2034,1430.4,2970,1652,22,0,480,387,3820496
2035,1829.8,3177,2899,25,0,540,0,3821584
2036,1580.8,2974,1904,24,0,540,384,3827968
2037,1414.6,5250,1323,23,0,560,396,3830008
2038,1301.0,2645,755,23,0,1875,318,3830624
2039,1308.0,3897,540,24,0,690,268,3835720
2040,1548.2,1906,741,28,0,2425,335,3835744
2041,1581.8,810,1909,24,0,540,381,3837104
2042,1164.6,2906,1323,18,0,410,397,3842768
2043,1227.6,4361,138,24,0,1800,383,3847632
2044,1364.6,3006,1323,22,0,460,397,3854056
2045,1005.8,2248,529,18,0,2235,303,3855088
2046,1080.8,2873,1654,15,0,390,387,3858704
2047,1626.6,5285,2883,21,0,480,0,3863864
2048,1280.6,2875,1653,19,0,390,388,3865768
2049,814.6,3787,73,16,0,1845,396,3866040
2050,1927.0,5355,2885,27,0,650,0,3870808
2051,1314.6,3115,1323,21,0,480,397,3872552
2052,1252.6,3143,513,23,0,1190,319,3880232
2053,1212.2,3380,1561,18,0,430,391,3881096
2054,1213.8,1948,69,24,0,1755,396,3886392
2055,1149.2,3953,746,20,0,2365,367,3890328
2056,1351.2,3224,756,24,0,2390,342,3891560
2057,1721.8,797,2609,24,0,490,356,3896704
2058,1623.0,3023,1615,26,0,570,380,3896736
2059,1357.6,4108,788,24,0,2265,343,3898904
2060,1362.0,812,1560,21,0,450,392,3903232
2061,1464.4,2897,1322,24,0,530,396,3904272
2062,1376.2,5283,2881,16,0,490,0,3906128
2063,1531.4,2886,1657,24,0,510,386,3909480
2064,1014.8,2885,1324,15,0,320,396,3914640
2065,1727.8,3187,2639,24,0,560,347,3922200
2066,1677.0,5275,2885,22,0,530,0,3922432
2067,1431.2,3034,1906,21,0,480,384,3923176
2068,1581.8,3027,1909,24,0,540,386,3927448
2069,1381.4,2920,1657,21,0,450,387,3927632
2070,1432.2,3274,1661,22,0,530,388,3935672
2071,1721.6,3092,2358,25,0,560,361,3939376
2072,1680.8,2953,1904,26,0,580,385,3946800
2073,1425.4,3083,2627,18,0,430,353,3946864
2074,1630.4,2978,1902,25,0,680,384,3951456
2075,1431.0,735,1905,21,0,460,387,3952680
2076,1262.0,733,1310,20,0,430,397,3952728
2077,1471.6,3248,2358,20,0,550,353,3953432
2078,1213.8,7137,69,24,0,1435,396,3963224
2079,1431.6,3101,1908,21,0,470,386,3964184
2080,1671.2,5428,2356,24,0,630,366,3965856
2081,1252.0,1750,510,23,0,2160,351,3966680
2082,1480.4,2887,1652,23,0,490,386,3975824
2083,1413.0,2881,1315,23,0,500,397,3976480
2084,1377.0,5296,1635,21,0,470,386,3978040
2085,1329.8,3745,899,23,0,2255,0,3981416
2086,1163.6,2012,68,23,0,1880,395,3981952
2087,1529.0,2931,1895,23,0,500,380,3986672
2088,1421.2,3127,2356,19,0,420,357,3991696
2089,1328.8,3554,1894,19,0,460,382,3992616
2090,1111.8,2835,1309,17,0,350,396,4000720
2091,1012.2,3063,61,20,0,780,395,4000984
2092,680.8,1288,1904,6,0,240,383,4002920
2093,1530.6,2947,1653,24,0,540,387,4005528
2094,1671.0,3135,2355,24,0,530,355,4006496
2095,1464.8,4024,1324,24,0,550,397,4008016
2096,1329.2,2936,1896,19,0,420,386,4010160
2097,1521.2,3165,2356,21,0,490,340,4017016
2098,1517.6,2996,1838,23,0,530,376,4024952
2099,1526.6,3015,2883,19,0,430,0,4027040
2100,1528.8,2895,1894,23,0,530,384,4028688
2101,1477.4,2895,1637,23,0,490,386,4029656
2102,1632.2,2990,1911,25,0,550,379,4031936
2103,1631.2,2953,1906,25,0,580,385,4033784
2104,1315.6,3277,1328,21,0,470,395,4043232
2105,1435.4,2831,1427,23,0,480,395,4051336
2106,1621.0,3042,2355,23,0,520,361,4051376
2107,1529.2,2912,1896,23,0,510,382,4055232
2108,1357.0,4512,535,25,0,2545,337,4061048
2109,1675.2,7615,2876,22,0,580,0,4061640
2110,1580.6,3275,2903,20,0,520,0,4069432
2111,1414.8,2884,1324,23,0,490,397,4074408
2112,1877.2,3311,2886,26,0,560,0,4087536
2113,1829.8,3255,2649,26,0,600,347,4087680
2114,1628.0,7617,2890,21,0,550,0,4090592
2115,1319.8,7361,599,24,0,1585,305,4092672
2116,1876.4,5433,2882,26,0,640,0,4094840
2117,1334.6,772,1673,20,0,440,386,4096768
2118,1476.8,5214,2884,18,0,440,0,4096944
2119,1480.2,2961,1901,22,0,490,385,4098096
2120,1420.8,3009,2354,19,0,430,367,4111752
2121,1471.0,3081,2355,20,0,520,362,4112184
2122,1531.6,3067,1908,23,0,520,383,4117208
2123,1380.0,2941,1650,21,0,470,387,4118368
2124,963.0,3027,1315,14,0,340,397,4121160
2125,1185.6,3077,1428,18,0,430,395,4122712
2126,1340.0,6730,950,23,0,2930,258,4123272
2127,1374.0,3170,1620,21,0,480,384,4137544
2128,1527.0,5701,2885,19,0,500,0,4142376
2129,1411.8,2844,1559,22,0,470,393,4145464
2130,1571.0,3646,2355,22,0,640,360,4147536
2131,1114.8,593,1324,17,0,350,397,4150208
2132,1526.2,5210,2881,19,0,440,0,4153432
2133,1579.4,5287,2897,20,0,480,0,4159504
2134,961.2,2836,556,17,0,875,349,4160232
2135,1527.6,5395,2888,19,0,460,0,4164320
2136,1412.2,2891,1311,23,0,480,397,4165504
2137,1481.8,5303,1909,22,0,570,386,4165696
2138,1112.4,3179,1312,17,0,410,397,4178864
2139,1164.8,2958,1324,18,0,390,397,4183168
2140,1471.8,3112,2359,20,0,480,362,4185128
2141,1377.0,2835,1385,22,0,460,394,4187000
2142,1414.6,5246,1323,23,0,530,397,4189504
2143,581.6,742,1908,4,0,120,384,4191064
2144,1332.0,5298,1910,19,0,640,386,4192592
2145,1414.4,3079,1322,23,0,490,397,4203496
2146,1146.4,5244,732,20,0,1750,297,4207456
2147,1431.0,2931,1655,22,0,490,388,4210448
2148,1521.6,3078,2358,21,0,510,366,4215688
2149,1480.8,5306,1904,22,0,510,385,4225616
2150,1660.2,7615,3051,21,0,590,0,4226616
2151,1471.8,3354,2609,19,0,440,340,4230328
2152,1531.0,2893,1905,23,0,510,386,4230600
2153,1265.0,2914,1325,20,0,440,397,4233760
2154,1521.8,5917,2359,21,0,490,284,4236840
2155,1378.4,2901,1892,20,0,450,383,4238896
2156,1526.0,3108,2380,21,0,460,352,4250480
2157,1629.6,7623,2898,21,0,500,0,4253576
2158,1679.0,2958,1895,26,0,600,384,4257424
2159,1468.4,3165,1842,22,0,500,385,4264216
2160,1531.6,5448,2908,19,0,490,0,4270200
2161,1577.2,5204,2886,20,0,480,0,4271960
2162,1532.6,5201,2913,19,0,460,0,4272208
2163,1262.0,2911,1310,20,0,440,397,4276864
2164,1620.8,5460,2354,23,0,550,362,4280520
2165,1627.6,5258,2888,21,0,520,0,4292544
2166,1365.0,2872,1325,22,0,470,397,4293176
2167,1012.4,3738,62,20,0,2030,394,4294120
2168,1161.6,2895,1558,17,0,370,393,4295120
2169,1112.4,3081,1312,17,0,380,397,4296856
2170,1062.8,2827,1314,16,0,340,397,4299480
2171,1770.8,5502,2354,26,0,660,353,4301440
2172,1271.0,3023,2355,16,0,370,364,4304704
2173,1478.4,2897,1392,24,0,520,395,4318296
2174,1521.4,3063,2357,21,0,440,358,4321360
2175,1481.4,2914,1907,22,0,490,385,4322792
2176,1321.2,3040,1856,19,0,500,372,4325760
2177,1445.6,4464,728,26,0,2035,325,4328888
2178,1409.4,4677,547,26,0,1705,376,4329960
2179,1159.4,1690,47,23,0,2030,392,4336312
2180,1571.2,5446,2356,22,0,520,363,4337688
2181,1517.2,2905,1836,23,0,500,384,4341536
2182,1337.2,2912,1686,20,0,440,390,4352184
2183,1163.4,2910,1317,18,0,400,396,4353240
2184,1311.4,2225,557,24,0,1850,342,4355488
2185,1279.0,3036,1895,18,0,420,383,4360600
2186,1926.0,5284,2880,27,0,660,0,4363632
2187,1426.0,7623,2880,17,0,410,0,4365688
2188,1302.0,1927,760,23,0,2275,303,4367600
2189,1721.4,5470,2357,25,0,600,359,4369520
2190,1062.2,3741,61,21,0,1485,394,4371464
2191,1109.0,2421,45,22,0,1980,393,4372608
2192,866.0,1386,80,17,0,2125,396,4382552
2193,1163.4,3029,1317,18,0,400,397,4384832
2194,1421.2,3145,2356,19,0,430,343,4394680
2195,1577.4,3402,2387,22,0,540,335,4394816
2196,1392.6,3001,1213,23,0,2260,245,4396616
2197,1232.8,5299,1664,18,0,470,387,4397880
2198,1876.2,5473,2881,26,0,670,0,4407416
2199,1581.4,2928,1907,24,0,570,384,4408256
2200,1288.6,5368,1693,19,0,470,375,4408632
2201,1410.0,3801,550,26,0,2390,347,4412960
2202,1481.6,2962,1908,22,0,500,384,4418376
2203,1253.8,3272,769,22,0,1635,303,4422792
2204,1246.0,1928,730,22,0,2305,324,4422840
2205,1362.4,2971,1812,20,0,460,381,4432400
2206,1530.2,5317,1901,23,0,530,384,4437352
2207,1260.2,633,1551,19,0,410,392,4437464
2208,1306.0,2094,530,24,0,2195,344,4439592
2209,1671.4,5438,2357,24,0,570,365,4441384
2210,1516.0,744,1830,23,0,490,385,4443304
2211,1383.6,1012,1668,21,0,490,387,4445560
2212,1117.4,3151,587,20,0,1210,339,4448000
2213,1212.2,5333,1811,17,0,500,381,4450920
2214,1283.8,5299,1669,19,0,460,387,4455352
2215,1012.2,1795,61,20,0,2260,395,4459920
2216,1778.6,5384,2893,24,0,570,0,4461448
2217,1461.8,2902,1559,23,0,520,393,4462808
2218,1429.8,2895,1899,21,0,480,384,4464544
2219,1414.6,2841,1323,23,0,480,397,4466032
2220,1571.2,3087,2356,22,0,510,354,4472696
2221,1460.4,2934,1552,23,0,540,392,4478824
2222,1361.6,2941,1558,21,0,460,392,4483448
2223,1534.6,2893,1673,24,0,520,387,4485952
2224,1421.0,3141,2355,19,0,420,344,4486576
2225,1412.6,3079,1313,23,0,490,396,4489176
2226,1735.2,5208,2926,23,0,530,0,4492584
2227,1485.4,2874,1427,24,0,510,392,4501816
2228,900.2,2775,751,15,0,1170,364,4505648
2229,1477.8,5323,1889,22,0,580,383,4508616
2230,1383.2,5213,2916,16,0,390,0,4514400
2231,1371.0,3173,2355,18,0,450,353,4514560
2232,1478.6,2936,1893,22,0,500,383,4525304
2233,1118.2,5357,341,21,0,1120,386,4528808
2234,1413.8,3004,1819,21,0,490,383,4529680
2235,1571.2,5529,2356,22,0,550,350,4530808
2236,1213.8,3047,1319,19,0,450,397,4532992
2237,1162.8,2906,1564,17,0,390,392,4548552
2238,1412.6,2917,1563,22,0,480,392,4552144
2239,1933.0,7620,2915,27,0,670,0,4553544
2240,1482.2,2893,1411,24,0,510,391,4553952
2241,1376.6,3253,2383,18,0,430,342,4555704
2242,1514.4,5240,1322,25,0,580,397,4556480
2243,1670.8,5459,2354,24,0,600,362,4558072
2244,1540.8,3209,1204,26,0,1935,243,4558664
2245,1011.6,1733,58,20,0,1605,394,4567408
2246,1109.8,1541,549,20,0,2140,371,4568032
2247,1012.0,1431,60,20,0,2220,395,4569520
2248,1141.8,1534,709,20,0,2305,358,4570936
2249,1581.2,2930,1906,24,0,520,383,4579920
2250,1346.8,1681,734,24,0,2240,341,4581480
2251,1501.6,4372,1008,26,0,2130,338,4588928
2252,1315.0,2838,1325,21,0,440,397,4590112
2253,1335.8,5248,1429,21,0,500,395,4590536
2254,1406.8,4874,784,25,0,1350,358,4591136
2255,1331.8,2885,1909,19,0,430,386,4592600
2256,1289.2,1989,1196,21,0,2365,291,4595832
2257,1075.4,3361,377,20,0,1515,304,4597824
2258,1242.4,2017,712,22,0,2365,322,4605064
2259,1457.4,3138,1787,22,0,500,380,4606584
2260,1632.4,3016,2912,21,0,470,0,4614240
2261,1430.0,3164,1650,22,0,510,386,4616448
2262,914.0,3160,70,18,0,835,396,4617880
2263,1521.4,3515,2357,21,0,600,323,4618656
2264,1281.4,2918,1657,19,0,410,384,4621168
2265,1381.2,2940,1906,20,0,470,385,4628584
2266,1328.6,2912,1893,19,0,430,384,4637536
2267,1325.4,5218,2877,15,0,360,0,4637576
2268,1411.8,2900,1559,22,0,490,392,4644368
2269,1710.2,5351,3051,22,0,610,0,4649392
2270,1660.0,3161,1800,26,0,630,376,4653872
2271,1680.0,5307,1900,26,0,610,384,4658904
2272,1411.8,5249,1309,23,0,590,396,4660648
2273,1621.0,858,2355,23,0,530,364,4660736
2274,1483.4,2977,1667,23,0,510,387,4661392
2275,1310.6,5926,553,24,0,840,326,4665288
2276,1531.6,5246,2908,19,0,490,0,4679504
2277,1418.2,2971,1841,21,0,500,383,4682672
2278,1581.6,2911,1908,24,0,530,383,4683936
2279,1675.0,3185,2375,24,0,580,349,4686872
2280,1328.4,2924,1892,19,0,430,381,4688680
2281,1884.4,5587,2922,26,0,660,0,4689064
2282,1580.8,5303,1904,24,0,580,385,4691816
2283,1420.4,875,2352,19,0,490,365,4696064
2284,1685.2,5270,2926,22,0,520,0,4702896
2285,1326.6,2965,1633,20,0,470,386,4703224
2286,1079.4,2879,1647,15,0,350,387,4705704
2287,1065.0,2837,1325,16,0,340,397,4706632
2288,1411.0,853,1555,22,0,500,392,4710048
2289,1422.2,3064,2361,19,0,480,357,4711384
2290,1176.8,2898,1384,18,0,390,394,4711864
2291,1432.0,3045,1910,21,0,490,387,4720424
2292,1279.4,3130,1647,19,0,430,385,4727936
2293,1460.8,2907,1804,22,0,480,383,4729888
2294,1824.6,3161,2623,26,0,600,352,4730992
2295,1162.2,2844,1311,18,0,380,395,4732800
2296,1164.8,2890,1324,18,0,410,397,4734504
2297,1422.0,3151,2360,19,0,470,353,4737072
2298,1317.0,2894,1835,19,0,420,386,4743576
2299,1685.0,7619,2925,22,0,610,0,4752768
2300,1264.8,2888,1324,20,0,440,397,4752992
2301,1461.6,2856,1558,23,0,490,392,4753840
2302,1717.6,3185,2588,24,0,560,347,4759984
2303,1620.4,3124,2352,23,0,520,348,4768568
2304,1364.8,5244,1324,22,0,490,397,4769888
2305,1376.8,5320,1634,21,0,510,383,4775360
2306,1252.6,2895,1513,19,0,430,388,4775928
2307,1464.0,3106,1320,24,0,550,396,4777840
2308,1471.6,3006,2358,20,0,520,370,4777888
2309,1834.8,5396,2924,25,0,660,0,4780240
2310,1112.4,2869,1312,17,0,370,395,4792840
2311,1620.2,3051,2351,23,0,560,370,4792976
2312,1115.6,2199,78,22,0,2285,395,4793520
2313,1577.2,3099,2636,21,0,510,365,4800152
2314,1277.0,5249,1385,20,0,610,394,4801976
2315,1836.6,3153,2933,25,0,540,0,4803112
2316,1431.4,2905,1657,22,0,480,387,4803480
2317,1345.2,2575,1226,22,0,2500,268,4813440
2318,1471.0,3130,2355,20,0,520,356,4818016
2319,1421.0,3080,2355,19,0,450,360,4818160
2320,1634.2,5256,2921,21,0,520,0,4819888
2321,1485.2,2836,2926,18,0,400,0,4826168
2322,1377.0,3119,1385,22,0,510,394,4828064
2323,1162.6,2981,1313,18,0,400,397,4837288
